Latent1,Latent2,Label
0.46692657,-0.37356442,5
10.980007,-11.103119,0
0.703932,-0.26035047,8
-0.43006817,0.6878318,9
4.4895763,2.6813672,2
0.68033993,0.28563988,5
7.2598553,-7.4352107,0
-10.545036,-1.4527588,1
-4.138847,-4.5240135,1
-8.0193815,-0.20141244,1
2.8403108,-5.046112,0
-0.4972555,1.2163875,9
3.6674097,-3.1408932,0
1.3036664,4.3869267,3
-5.323085,-2.9806716,1
0.876113,-0.9180403,6
-0.5467678,0.8230126,4
9.2594795,3.7982635,2
1.7849424,0.68647045,3
2.8206255,-1.4072095,6
-7.9366345,-9.405754,1
-11.611198,-5.1274443,1
-9.158674,-7.906417,1
4.3768516,5.170977,3
-0.6882797,1.0032082,9
0.8508366,0.80716157,5
7.785056,2.1553075,2
-0.31004322,1.545574,9
-0.074843265,0.4889186,4
0.06566919,-0.2815796,5
-0.26034343,1.5660856,9
-2.778587,-1.3446858,3
-0.55077523,1.0159748,9
3.4400845,-3.265977,0
3.6604152,3.211863,3
-0.23742326,-1.5150065,6
-0.22734588,-0.24081287,5
0.24641405,-0.7234719,5
-2.3808274,4.221096,7
2.8492305,1.1465079,2
2.985144,-0.11135876,2
-0.7153877,-0.19701274,7
-10.842742,-11.897742,1
9.814535,4.639167,2
0.3615811,-0.07580127,8
-0.73263216,0.7997186,4
-8.728664,-8.69964,1
-1.903199,0.5749664,7
2.124462,1.0160931,3
-2.0338392,-1.8419764,3
0.49592572,-0.06345819,8
0.04789926,-0.01562589,8
-3.5848672,2.7184708,7
-0.34806335,0.90231025,9
5.536118,2.962251,2
8.124266,3.763949,2
-0.35266048,0.6138247,4
-10.393041,-4.5390882,1
0.6388909,-0.049361113,5
0.42859256,0.09949574,9
-0.19691743,-0.52209306,8
-0.5764718,0.87723964,7
2.4589322,0.5779703,2
1.3328421,0.2212975,3
11.83762,-8.103122,0
1.0666152,-1.2180002,4
-0.10902457,0.4742443,4
14.580453,8.637638,2
-0.4873756,0.96490264,4
-9.410796,-2.4819973,1
-0.5418697,1.0237406,9
0.44753206,-0.4392346,5
-6.2307787,7.0291433,7
-4.123883,2.6889546,7
9.040588,6.226766,2
1.1296862,0.110880256,8
7.32551,1.7393348,2
5.4349427,-3.7002592,6
-0.08251206,-0.5868271,8
-0.38019675,-1.9783242,5
-5.2406135,8.307985,7
-4.10258,3.6193407,7
-0.90156156,1.3258035,9
-6.711919,-3.0610864,1
0.7728378,-0.039306585,8
-6.7034526,-3.024182,1
0.66609913,0.38150138,8
9.311159,-11.879414,0
1.1745232,1.5703267,3
4.048132,-3.3090177,0
-10.515094,-4.6279364,1
-0.4298697,0.64142585,9
-0.11202321,0.91293514,9
-0.22811121,0.7063356,4
-6.8379197,-4.7755437,1
0.26466185,-0.10855654,8
5.412734,1.8373556,2
-12.71995,-5.9670205,1
9.571436,6.4984217,2
-0.46978092,0.4796893,9
-1.409967,-0.17063303,7
0.033628024,-0.36973062,5
-0.15821104,1.1055756,9
5.6035075,2.113564,2
0.88591427,-0.67471063,6
0.36343712,1.0827792,4
-6.145457,-5.291989,1
0.6151946,0.014082912,5
0.255422,0.24874702,8
5.45389,3.8121147,2
-0.36887506,1.0466872,9
3.387426,1.1620435,2
4.002548,-3.3341863,0
-0.39098588,1.4221983,4
8.332649,-8.572831,0
13.949791,-11.604742,0
6.085354,2.9736629,2
0.4920025,-0.24736768,8
0.37992683,-0.37462682,4
-0.30913034,0.50848943,7
-9.259136,-3.997422,1
2.373506,-0.029449943,2
-0.8937377,0.552933,4
15.860938,-11.8098135,0
9.226079,6.7928977,2
-0.7906528,0.6293156,7
-0.23170796,0.24590865,4
3.0306816,3.4761336,3
2.5330324,2.6147668,3
5.8671823,-4.367156,0
3.6588125,-3.3556454,0
0.8342712,0.6974833,3
-8.290356,-3.6388252,1
-0.28925434,0.5357048,9
-1.0530416,-2.2000983,6
-0.5216435,-3.8752768,5
0.94694304,0.40548635,2
0.7360109,0.4947543,5
-1.6120707,0.48012692,9
-1.5302762,-0.7650932,2
-0.5354591,1.2668191,9
-2.45651,-1.9517643,3
2.50274,-1.8068339,0
-0.2539695,0.0077894293,4
1.0158278,-0.5996418,2
5.0500884,-5.3292656,0
-0.8721313,0.31049335,7
-6.7431564,-3.6355612,1
-9.433616,-4.622754,1
13.903075,9.257618,2
-8.913565,-5.281463,1
0.22068429,-0.1534281,5
2.2758806,1.8976336,3
3.472484,3.3555367,3
-0.29532343,1.0936104,9
-3.258378,4.540243,7
0.73739564,0.6300268,8
1.1901844,-0.63353086,6
0.8070089,-0.6386762,5
1.4526644,-0.5352192,6
-8.538577,-4.420107,1
1.0977639,0.42453712,3
0.43909544,-0.07495102,8
-6.57401,-2.9986777,1
2.4258227,-2.5909603,0
0.16109847,-0.2541755,5
-6.8958936,-5.6086445,1
-0.3826869,0.6706212,3
-7.242995,-1.0939834,1
0.49993056,0.026489343,5
1.1396654,0.36782277,5
2.0093317,-1.1620312,6
-6.9312973,-12.04961,1
-0.496917,-1.1933517,8
0.3755538,-0.3008523,5
-11.891757,-6.3036094,1
-0.9673652,2.8260815,7
-0.39115733,0.65596807,9
0.30933577,1.0492935,4
1.7333581,-0.69643104,6
1.4871564,0.7660477,2
9.311111,7.6206493,2
0.29136205,-0.053298596,5
3.4236398,-3.3395865,0
1.2126153,-0.47579747,6
0.5704774,0.476803,5
0.9860919,-0.54505986,6
2.4022846,1.8578095,3
-6.4122562,5.584547,7
2.4630148,0.5664106,2
9.374369,-6.5659513,0
0.30587962,-0.015276227,8
0.34299505,-0.059963707,8
0.1422664,-0.28993097,5
-0.7981909,1.1438364,4
-10.424205,-6.893497,1
-10.163782,-6.0154486,1
-0.2420154,0.79239535,4
18.00306,-12.692377,0
-1.0445917,5.059656,3
2.9783661,3.5676787,3
-4.6265216,4.1648383,7
2.0437605,-1.2363197,6
-11.739803,-7.958334,1
1.08936,-0.76734245,6
3.9764435,1.5114309,2
-8.0343895,-10.794464,1
-1.2240125,1.2859133,9
4.854721,-0.072009265,2
0.11164142,-0.24924874,8
1.1686461,-0.70403856,6
-8.24271,-5.2318506,1
-0.4066491,0.44359237,9
0.6645712,0.080527544,5
3.6517763,0.5541209,2
0.6441389,-0.0031700768,5
-0.12528078,0.83862424,4
-0.18567234,0.62126154,4
12.5080185,1.1107684,2
0.4271369,-0.2298995,8
0.8364757,0.779589,3
-0.0028098542,0.13669471,8
6.7728524,3.1176853,2
0.045683414,1.3129916,4
0.7656596,0.24566457,5
5.415961,-4.5825934,0
1.1627077,0.7074828,3
-7.4501376,-3.1744723,1
-3.8120904,7.694478,7
-1.7082119,-0.058234785,7
0.811143,0.35485268,5
-4.535964,7.5269995,7
-0.5616301,1.1624162,9
-2.8527088,4.218486,7
-7.514949,-4.7774873,1
-0.9620783,0.8653618,9
6.4355607,2.140739,2
-12.097378,-5.7223535,1
-0.12465334,-0.004375238,4
11.070646,2.2369425,2
-0.6175098,1.1093581,9
5.5890093,2.0746028,2
7.0145736,-5.7987127,0
-0.19072063,0.6581439,4
-1.0452106,0.45184338,9
-10.954844,-4.808406,1
-0.24653062,0.22752112,4
0.336761,0.012581278,8
-8.965494,-6.6795144,1
0.41859663,0.07256092,8
-0.46112928,1.1204369,4
-0.1202903,-1.6453236,5
-0.6176517,0.8684807,9
-1.6379851,-0.80045843,8
-0.9368236,-0.9670696,8
1.0635921,1.127651,3
-3.4592397,4.3444037,7
0.7536838,-0.64444554,6
7.1533427,-5.6960707,0
3.7172916,-3.2931192,0
1.98121,2.1116893,3
0.6370637,-0.493313,0
-0.4549842,-0.6400836,2
3.3609176,-6.7269034,6
1.7585748,-1.1113572,6
-0.2613002,0.0902316,4
-0.7191083,-1.0698701,9
0.79904175,0.45350134,3
1.7532389,1.4179752,3
2.2506618,1.8790393,3
16.49775,12.220703,2
0.85201865,0.7218652,3
-0.18405046,0.93386406,9
-5.2173896,-4.7803025,1
10.000862,5.954061,2
0.70523447,-0.6991236,6
-0.9320475,-0.90160453,8
4.953993,-3.6162436,0
-0.7857997,0.76369804,5
1.9208038,-0.5998174,6
2.2228322,-0.9925308,6
2.1239378,-1.0963614,6
-0.26326206,-0.4012769,3
0.3929844,-0.13275014,8
-0.3018582,-0.8451842,8
5.4296956,2.7109892,2
-0.18352614,-0.4370704,7
0.45433506,0.11918089,5
-0.26183224,-0.605647,8
-0.9445708,0.81830305,9
1.9244976,-0.78189653,6
-12.025134,-4.123293,1
0.25750074,-0.16809663,8
0.29276577,1.1092085,4
-6.614359,-3.46847,1
25.059292,11.584238,2
0.54683864,-0.06731233,5
0.5918877,0.45432442,9
-8.528085,-7.912279,1
-0.562241,1.2791283,9
-4.4895577,9.042589,7
-1.1103628,-6.3398876,5
-0.6296987,0.9012862,4
4.0866566,-3.7356594,0
0.1291041,-0.0134723745,8
-0.45272973,0.87464,9
-0.8448459,0.51466197,9
-10.701326,-8.214635,1
4.818953,-12.67741,0
0.41556787,-0.41008437,5
9.378674,2.3684497,2
1.0626509,0.64850587,3
-0.77837485,-0.15004888,7
1.079601,-1.5469314,8
-0.4569929,1.1518415,9
-0.96724755,0.81521815,4
2.5175734,-2.4432194,0
0.7741745,-0.6437012,6
1.9526538,2.0728862,3
-0.05101905,0.7582198,9
0.3390236,-1.7326924,5
8.067733,2.159938,2
-11.833342,-6.306093,1
1.3840928,0.87183297,3
-9.383568,-10.276481,1
2.2561555,2.1402152,3
0.61162776,-0.61230123,6
0.4974774,-0.30140743,5
-0.40209523,-0.38493964,7
-1.4037502,-0.8202119,4
12.379074,8.713042,2
3.0217223,0.6871825,2
3.5560453,-1.5687354,6
1.2924964,1.0554727,3
2.4783206,-0.86648107,2
1.5131149,-0.8002206,6
0.21554877,-0.2530187,5
-0.8682712,0.91808665,4
-0.9307241,-1.2893653,8
-0.7613302,1.1704445,9
-0.9297213,2.3031976,7
-5.1104674,-13.065467,1
0.83837473,1.1388423,3
7.535978,-6.717102,0
1.0861286,0.8864525,3
0.7351882,0.35880715,8
0.9521504,1.1618598,3
-8.278677,-3.9364688,1
-0.53997606,1.0858884,9
3.9572515,3.1715722,3
-0.47618958,0.7377626,4
-0.09259952,0.7293385,4
1.1560484,-0.6806675,6
0.04056205,0.39034662,4
13.087005,11.07805,2
-7.2567387,-5.9268064,1
-1.2126442,-2.0103934,8
7.0574613,1.3231944,2
0.53014004,0.024802726,5
-0.2019772,0.67873377,4
0.3547011,-0.10188433,8
0.6776727,2.2802176,8
-0.19733655,0.88504285,4
4.525454,-4.842146,0
7.7166104,-6.4292393,0
6.928056,2.5732694,2
3.886894,3.3928096,3
9.344342,0.33132535,2
-0.8367175,0.3454594,7
-0.9301955,0.6569724,7
1.9580525,-1.5735753,0
0.4529361,-0.10477567,8
-0.4113516,-0.10106405,7
-0.31458536,0.28432095,4
0.12443084,0.61992174,4
-2.716763,2.923422,7
-0.8579255,0.8514542,9
2.865006,-1.118416,6
-0.8193802,0.40866277,9
12.145299,-7.405139,0
-0.3676887,0.82520705,9
0.41033578,-0.19661385,8
4.1861,-3.384759,0
-1.1130011,0.77206963,4
0.728132,-0.7430097,6
3.7493043,-3.1470764,0
1.1256825,-0.57008374,6
0.6974286,2.1007237,3
0.29015914,-0.21620016,5
-0.52582777,0.75450546,4
0.32447764,-0.14811088,8
1.1949522,1.0504696,3
2.7732363,2.1648176,3
-0.7411017,1.0527225,9
2.8675253,2.487585,3
0.4082141,-0.23814934,3
-0.53847134,-0.5353491,3
-0.6869128,0.057292063,7
-0.9254618,-0.94131124,8
7.7363625,-5.7912164,0
0.52409476,-0.45925194,8
-0.30470973,-0.5240834,2
-7.171161,-1.888195,1
-5.719998,8.231852,7
5.786575,-5.388688,0
1.545372,-0.62411547,6
0.639437,0.6198748,5
-0.58262426,1.3008547,4
1.1369879,0.58739066,3
2.4454467,2.0212524,8
5.2371497,-4.776438,0
-1.1633471,0.49026066,9
1.0539328,-0.62752676,6
1.9326371,2.1923218,3
0.3008635,-0.07606377,8
3.8527083,-7.6835384,0
-0.9725035,1.0443227,9
-0.2912558,1.162503,9
1.3806853,-0.7498696,6
-0.4734974,-0.60395515,8
3.5989766,-1.39047,6
0.44676858,-0.20727438,8
0.17997922,-0.21672958,5
-0.55977136,-0.31439954,7
0.5534777,-0.31141934,8
1.4823916,-0.58187497,6
11.127201,-8.765466,0
12.263781,7.846195,2
1.087122,-1.4665887,4
5.6355147,-4.203964,0
2.2887595,0.3394335,2
-1.0693383,-1.0488348,2
-3.650712,-1.8025762,3
-3.987197,-6.9738846,1
-0.6596525,1.2470013,9
-0.22857161,0.024404522,7
0.82512635,0.06675634,5
2.394504,2.4126036,1
4.270527,-3.6424844,0
-2.4213421,-1.5930479,8
-0.2858737,0.5841169,4
1.1301644,-0.836895,6
5.54087,3.0483627,2
1.3465209,-0.60888857,6
-0.75143963,-0.23209175,7
-0.5329439,0.7682725,9
-0.464521,1.3947792,3
0.884436,-2.342995,2
-0.41762412,1.172376,9
0.3153959,0.042735975,8
5.2935987,1.4172184,2
11.444545,5.0296984,2
-0.12552865,1.046703,9
3.29582,1.6148698,2
-3.9955392,7.0688734,7
0.8460068,1.2846365,3
-0.07955904,-0.09496092,5
-0.77033937,0.62127125,9
-7.342488,-1.842293,1
0.4784124,-0.18512025,8
3.7637422,-14.726925,0
9.887815,6.4312034,2
4.1141686,-3.7213814,0
0.7068595,-0.40013516,5
1.0419519,-0.6089736,2
-8.481042,-2.8236475,1
1.1096088,1.1070441,3
-5.565301,4.2868457,7
0.7576265,-0.7603059,6
-4.6245503,7.0145054,7
-9.387831,-4.5910816,1
6.522329,3.921328,2
0.80279773,0.6360802,5
0.5079074,-0.056099284,8
11.073683,-9.488547,0
1.6051505,1.576389,3
-1.838841,3.1259718,7
0.0057711806,0.07845774,2
-0.35862067,0.60629314,4
0.6796288,-0.63136613,0
-0.5103691,1.2760159,9
-8.598819,-4.2249618,1
-0.30547068,-1.0498532,8
3.1430519,-1.2052692,6
-1.3123893,0.23198721,7
-2.1112924,-0.19010063,7
-0.44030917,1.0847781,4
5.669298,6.9759197,3
-0.0721328,-0.18279538,4
0.056374185,0.9772841,9
-8.74374,-6.4842634,1
-0.2353879,-0.12315428,9
0.80753154,-0.39884758,5
-10.410252,-5.5543394,1
-0.5507515,-0.24862958,7
0.9549738,0.8042736,3
-0.31465137,1.0115622,9
-3.919732,2.738054,7
1.7837375,-0.84239674,6
-0.29087275,0.99041605,9
-10.620221,-5.186289,1
0.616827,-0.44778872,3
0.060208403,1.451319,7
-0.3700283,-0.708838,8
3.3829901,3.757233,3
2.9211125,3.7626488,3
0.7264033,-0.6300019,6
-1.1728579,0.96640956,7
17.788067,8.053418,2
-0.171565,1.1892884,8
-0.064787276,-0.15871023,5
-1.8367862,-1.3990495,8
-0.19876872,-0.9186249,5
-8.671019,-6.4241343,1
-9.420924,-3.807078,1
-0.34672576,0.81487536,4
0.00043306313,0.29852107,4
2.4797711,4.039142,3
-7.1760945,-0.5810125,1
6.2689404,-7.7078323,0
-1.1278352,-0.06974454,7
-2.1111479,2.8019192,7
4.846053,-6.71294,0
-4.6273212,5.7570176,7
-0.6025545,1.328531,9
-0.8400367,0.788761,4
-0.4495544,0.9596089,4
-1.3213816,-1.3355303,8
0.14139274,-0.36863852,5
0.9079527,0.30813256,5
-0.46668783,0.968101,4
9.440967,-8.428811,0
0.6901485,0.48804343,8
4.730929,1.9280015,2
-5.84837,-3.3651707,1
2.5104325,-0.5722877,0
-1.3586229,-1.1422708,8
0.17863283,0.5728812,4
0.6680147,0.3050773,5
14.752796,-10.903692,0
-0.10714669,0.7783184,4
3.1287427,-2.7882264,0
1.4018688,-0.66259885,6
-10.21656,-7.559615,1
-2.4224544,3.3468964,7
2.8137002,3.4306183,3
4.9179707,2.7237325,2
0.965349,-0.99362636,6
-2.7582946,5.227816,7
5.8797903,1.4309429,2
2.3943596,-1.0331196,6
-0.41985708,1.4023744,9
3.2927852,3.2074873,3
-9.296338,-3.6771638,1
-0.007910686,0.6822071,4
2.6868136,-1.2571974,6
6.157277,3.767092,2
0.581505,-0.4863335,5
-0.6770026,1.4087048,4
2.2990608,1.1126429,2
8.254675,-10.093517,0
0.89010376,-0.6817385,6
11.428443,1.8877275,2
-5.027431,-5.8983874,1
-2.6254158,2.3827543,7
1.9457614,2.2862406,3
-0.4190837,1.0895301,4
-11.340275,-8.768276,1
5.8279223,-4.9955053,0
0.7708069,0.39729178,5
-0.4506164,0.667226,4
3.2897325,3.0471609,3
-9.735151,-7.111234,1
-9.862301,-3.070255,1
-3.22869,2.3485792,7
-0.5398758,0.73123944,4
-0.62488496,0.57634526,9
-0.9081036,0.28234923,9
-0.6832803,0.37470335,4
-0.3603269,-0.5686417,8
0.18172677,0.58315104,4
11.864698,-7.245243,0
4.145146,0.40429676,2
-0.46596724,0.63345456,4
0.58879626,0.22953442,5
-8.771085,-9.500213,1
-7.2977557,-4.241211,1
0.895246,-0.6939239,6
-0.10317887,0.33071005,4
-1.893306,3.3707526,7
-8.577127,-3.6366336,1
-0.5680389,1.1727732,9
-0.7156922,1.2101151,4
3.8404205,1.8850902,2
-0.034644596,1.3461473,4
-5.2914567,-1.5702599,1
0.5871317,0.10998204,5
0.017959649,-0.35603598,5
0.9904253,0.86453474,3
0.44596374,-0.10274148,8
0.9751115,1.1139938,3
-11.266489,-5.633455,1
-0.16782981,1.1486859,4
0.91012335,0.87451726,5
1.148663,-0.51650685,6
0.39352965,0.40134785,8
-0.6179295,0.96384096,9
-0.19772755,0.9988173,4
-5.4073796,-3.634928,1
0.12444743,0.4996689,5
1.1175653,0.8823633,3
0.3591078,0.01562072,8
4.1812406,-4.7983546,0
1.9528295,0.9447961,3
5.809249,0.9211447,2
-0.11345679,-0.29753903,5
-6.6558247,-1.0413659,1
3.5308394,0.9530623,2
0.7348491,0.15575191,8
0.92331356,0.74521554,3
-0.026956726,0.3637668,4
0.11215246,0.5119392,4
7.671746,-4.057191,0
-0.91952664,-1.0367042,8
0.34218293,0.028988626,8
1.2962368,1.3124998,3
1.7394477,1.4600587,3
-10.282339,-5.9921355,1
0.9784998,0.047992658,7
3.4526036,3.007202,3
0.70974904,0.27810547,5
-0.2564997,0.07893342,9
1.0293562,-0.6459471,6
2.367988,1.8663301,3
12.614571,8.271072,2
2.456947,-1.2432666,6
-6.710663,-3.5350301,1
1.2351851,0.37223685,3
1.7248423,-1.1886598,6
7.983287,-6.813182,0
-4.8851647,8.439824,7
4.149363,0.041285392,2
-9.68454,-7.988105,1
-4.9618115,6.6481867,7
-8.299011,-4.8380632,1
-0.2388031,-0.2608804,4
14.821548,7.9174724,2
-0.06938078,-1.2984474,4
10.824427,3.256059,2
-7.8108025,-4.770713,1
-1.0548549,0.8933773,7
-1.3528006,1.5217078,9
0.8660802,-0.68899786,6
-9.6929,-7.678348,1
-7.9680405,-7.7756796,1
9.572754,5.7758613,2
-0.21073349,0.9610214,4
0.30616552,-0.6593262,8
-4.1161785,-4.294043,1
-0.92757744,1.9065921,7
-1.5150692,-0.1882483,7
-0.04115294,0.79707086,4
0.7655377,-0.008266691,8
7.17209,-8.229992,0
-0.31463304,-0.11310002,7
2.6978514,3.2979853,3
-7.588972,-8.7780905,1
1.1045157,0.7195544,3
-6.09493,-3.8518128,1
3.2892618,-3.427346,0
-4.297896,6.1694283,7
-0.80129635,-0.55423725,7
6.196399,-5.057681,0
2.6921837,3.2218068,3
-0.042138547,-0.75375664,5
0.4322932,-0.67200494,5
12.937148,3.8999813,2
-1.9750386,1.6144772,7
2.038971,-1.07392,6
1.5551585,-0.7413804,6
-0.5074418,1.1512951,9
5.6711802,0.21904653,2
0.3193192,0.039829995,8
4.204588,3.9304495,3
0.44160214,-0.020794813,5
10.540161,7.175865,2
7.258673,2.2930148,2
0.18084338,-0.17355391,5
0.7584414,-0.62885547,6
5.3696084,-6.3937874,0
0.37479624,-0.122204006,8
7.399485,2.8793132,2
-0.67900544,0.1521009,9
8.123149,1.7652915,2
0.6099594,0.3480969,8
0.7184005,0.5121495,8
0.47650278,0.3854349,8
0.34370682,-0.2779973,8
-0.74171484,-0.37433937,7
-0.52530974,1.5239944,4
-0.71198267,0.37165862,9
2.3527884,2.133859,3
3.7636228,-2.9155502,0
1.1694756,-0.60668105,6
2.0237677,-1.0893673,6
1.9494226,1.1306689,3
7.490459,2.065703,2
-10.821972,-5.6119375,1
3.2046793,3.0928688,3
11.074449,7.1861715,2
5.379603,1.8867234,2
-0.27782303,0.9198767,9
0.80229217,0.38088816,3
2.9325547,-2.3136168,0
3.5162773,-6.6241875,0
0.25237012,-0.16717586,5
-0.4447455,0.38875252,7
0.4838502,0.14818227,8
-6.6859846,-3.6694505,1
-0.06848151,1.2718743,4
-1.0567551,1.6303401,4
1.8972728,-0.86200976,6
8.615201,-6.386098,0
5.621513,1.6809864,2
-0.38544643,0.85852104,9
-7.780078,-8.064671,1
-0.40164313,0.35617194,4
-1.414978,4.656975,7
-0.13830645,0.31168407,4
-1.1257522,-0.088428155,7
1.1181482,0.4352567,3
-0.16578509,1.2182896,9
-1.1512021,-1.6473238,8
0.7228463,-0.4035534,8
0.082307905,0.5283147,4
-5.0185437,6.010256,7
-13.071601,-6.2404385,1
2.1167715,-0.02824742,2
-10.508538,-7.015857,1
6.191436,1.227463,2
11.18526,5.3569717,2
1.2380793,0.9673766,3
-0.019261623,-0.12900834,2
1.8526361,1.7869891,3
1.393749,-0.03990406,2
2.3731961,1.943285,3
-0.29265225,0.94546556,9
-10.984821,-7.379155,1
-0.65534043,0.038171742,7
-0.58836365,1.2905602,4
11.488043,-7.694064,0
1.0852151,0.7076067,3
0.26019898,-0.027136777,5
0.06839602,-0.16190106,5
0.40265906,-0.028336648,8
2.8297236,-1.0553551,6
0.85491914,0.34161413,3
0.64332396,0.24144357,2
1.1359112,-0.6377033,6
-6.4918723,8.306641,7
1.505955,-0.7816989,6
-1.7628403,-3.231706,6
3.5748308,6.108004,3
7.0829453,5.2446895,2
-4.7361836,3.5932503,7
-0.03866849,0.31414598,8
-11.367888,-5.141921,1
-9.147645,-3.4230113,1
-0.44282642,-0.45528343,7
-0.7314781,1.3668096,5
2.2781086,-0.7797766,6
-0.6528081,0.5705042,4
-0.67650855,1.3101474,9
0.7182575,-0.08779675,5
0.9927053,-0.5846943,1
0.5659788,-0.0997853,3
1.875322,0.9502901,3
-0.5439032,1.5489317,4
-0.92741436,0.4060849,7
-0.8810889,-1.0828028,8
-0.82956064,0.9787648,9
